Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,1e-08,
Horizontal Delay,5.56e-08,
Sample Interval,4e-10,
Record Length,10000,
Gating,48.7400% to 51.2500%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.01,
Vertical Position,-0.26,
,,
,,
,,
Label,,
TIME,CH3,CH4
5.2000e-09,0.0002,0.0012
5.6000e-09,0.0002,0.002
6.0000e-09,0.0006,0.0016
6.4000e-09,0.001,0.0008
6.8000e-09,0.0018,0.0004
7.2000e-09,0.0018,0.0004
7.6000e-09,0.001,0.0004
8.0000e-09,0.001,0.0008
8.4000e-09,0.0002,0.0016
8.8000e-09,0.0002,0.0012
9.2000e-09,-0.0002,0.0008
9.6000e-09,-0.0002,0.0008
1.0000e-08,0.0006,-0.0004
1.0400e-08,0.0018,-0.0004
1.0800e-08,0.0014,-0.0012
1.1200e-08,0.0006,-0.0016
1.1600e-08,0.0002,-0.0004
1.2000e-08,0.0006,0.0016
1.2400e-08,-0.0002,0.0016
1.2800e-08,0.0002,0
1.3200e-08,0.0014,-0.0024
1.3600e-08,0.0018,-0.0024
1.4000e-08,0.0014,-0.0012
1.4400e-08,0.001,0.0012
1.4800e-08,0.0002,0.0024
1.5200e-08,-0.0006,0.0028
1.5600e-08,-0.0006,0.002
1.6000e-08,-0.001,0.0008
1.6400e-08,-0.0002,0
1.6800e-08,0.0006,-0.0004
1.7200e-08,0.0002,-0.0008
1.7600e-08,-0.0002,-0.0008
1.8000e-08,-0.0006,0.0008
1.8400e-08,-0.0006,0.002
1.8800e-08,-0.0006,0.0036
1.9200e-08,-0.0014,0.004
1.9600e-08,-0.001,0.0028
2.0000e-08,-0.0002,0.0012
2.0400e-08,-0.0006,-0.0004
2.0800e-08,-0.0002,-0.0012
2.1200e-08,-0.0002,-0.0012
2.1600e-08,-0.0006,-0.0004
2.2000e-08,-0.0006,0.0008
2.2400e-08,-0.0002,0.0016
2.2800e-08,0.0002,0.0016
2.3200e-08,0.001,0.0004
2.3600e-08,0.0022,-0.0008
2.4000e-08,0.0042,-0.0004
2.4400e-08,0.007,0
2.4800e-08,0.0102,-0.0008
2.5200e-08,0.0146,-0.0004
2.5600e-08,0.0202,0.0004
2.6000e-08,0.0254,0.0016
2.6400e-08,0.0294,0.0028
2.6800e-08,0.033,0.0028
2.7200e-08,0.0366,0.0012
2.7600e-08,0.0382,-0.0008
2.8000e-08,0.037,-0.0016
2.8400e-08,0.0354,-0.002
2.8800e-08,0.0342,-0.0012
2.9200e-08,0.0322,-0.0008
2.9600e-08,0.0306,0
3.0000e-08,0.0298,-0.0004
3.0400e-08,0.0294,0
3.0800e-08,0.0306,-0.0004
3.1200e-08,0.0314,0
3.1600e-08,0.0322,-0.0008
3.2000e-08,0.0342,-0.0016
3.2400e-08,0.035,-0.0004
3.2800e-08,0.037,-0.0004
3.3200e-08,0.0374,0.0004
3.3600e-08,0.0366,0.0008
3.4000e-08,0.0362,0.002
3.4400e-08,0.035,0.002
3.4800e-08,0.0334,0.0016
3.5200e-08,0.033,0.0004
3.5600e-08,0.033,-0.0004
