Model,MSO4034B
Firmware Version,2.52

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,2e-08,
Horizontal Delay,1.29557e-06,
Sample Interval,4e-10,
Record Length,10000,
Gating,16.7200% to 21.7300%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0.0708,
Vertical Scale,0.02,
Vertical Position,-1.02,
,,
,,
,,
Label,,
TIME,CH1,CH3
-3.5630e-08,0.089025,-0.000825
-3.5230e-08,0.0889844,-0.0008125
-3.4830e-08,0.089025,-0.000778125
-3.4430e-08,0.088975,-0.000759375
-3.4030e-08,0.0889625,-0.000721875
-3.3630e-08,0.0889188,-0.000821875
-3.3230e-08,0.0889625,-0.00081875
-3.2830e-08,0.0888969,-0.0008375
-3.2430e-08,0.0888906,-0.000884375
-3.2030e-08,0.0889906,-0.000909375
-3.1630e-08,0.0889563,-0.0008375
-3.1230e-08,0.0888719,-0.000803125
-3.0830e-08,0.0889063,-0.00071875
-3.0430e-08,0.08895,-0.000778125
-3.0030e-08,0.0888969,-0.0008125
-2.9630e-08,0.0888875,-0.00078125
-2.9230e-08,0.0889844,-0.0007625
-2.8830e-08,0.0889844,-0.0008125
-2.8430e-08,0.0889812,-0.00090625
-2.8030e-08,0.0888625,-0.000946875
-2.7630e-08,0.0889594,-0.000778125
-2.7230e-08,0.0888687,-0.000828125
-2.6830e-08,0.0888969,-0.000828125
-2.6430e-08,0.0889469,-0.00078125
-2.6030e-08,0.0889781,-0.0007625
-2.5630e-08,0.0889812,-0.00068125
-2.5230e-08,0.0889438,-0.00071875
-2.4830e-08,0.088925,-0.0008375
-2.4430e-08,0.0889812,-0.00083125
-2.4030e-08,0.0888938,-0.00084375
-2.3630e-08,0.0889406,-0.00101563
-2.3230e-08,0.0888594,-0.00121875
-2.2830e-08,0.0889781,-0.00111563
-2.2430e-08,0.0889844,-0.000809375
-2.2030e-08,0.0890188,-0.000528125
-2.1630e-08,0.0889969,-0.000421875
-2.1230e-08,0.0889094,-0.0005875
-2.0830e-08,0.089,-0.0006625
-2.0430e-08,0.0889469,-0.000715625
-2.0030e-08,0.0888281,-0.000825
-1.9630e-08,0.0887625,-0.0008875
-1.9230e-08,0.0888687,-0.000834375
-1.8830e-08,0.0889875,-0.000884375
-1.8430e-08,0.0889656,-0.000865625
-1.8030e-08,0.0890344,-0.0008125
-1.7630e-08,0.0889906,-0.0008
-1.7230e-08,0.0889031,-0.000765625
-1.6830e-08,0.0889031,-0.000775
-1.6430e-08,0.0889281,-0.000803125
-1.6030e-08,0.0889969,-0.000784375
-1.5630e-08,0.0889719,-0.000775
-1.5230e-08,0.0888781,-0.000859375
-1.4830e-08,0.0889031,-0.000878125
-1.4430e-08,0.0889125,-0.000928125
-1.4030e-08,0.0889937,-0.00085
-1.3630e-08,0.0889937,-0.000759375
-1.3230e-08,0.0889469,-0.000759375
-1.2830e-08,0.0889969,-0.00073125
-1.2430e-08,0.0890281,-0.000675
-1.2030e-08,0.088975,-0.00070625
-1.1630e-08,0.0889313,-0.000884375
-1.1230e-08,0.0888531,-0.000928125
-1.0830e-08,0.0888719,-0.000846875
-1.0430e-08,0.0888719,-0.000784375
